Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Caribbean small states,CSS,17.1269,24.4719,44.5063,42.3441,40.6885,40.6109,42.5457,38.9781,38.2453,38.6415,36.8124,36.9104
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Central Europe and the Baltics,CEB,1071.26,763.3539,700.9642,710.971,738.0502,735.7865,698.4137,653.5479,703.934,677.6702,610.246,593.8389
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Early-demographic dividend,EAR,2825.3827,4143.8239,7233.6785,7347.566,7652.2467,7774.8991,7858.2359,7483.4606,8012.5232,8384.8177,8716.2718,8985.067
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,East Asia & Pacific,EAS,4754.8143,6681.3359,14636.5053,14702.1235,15031.3238,15646.7177,15994.5133,15959.2756,16595.1763,16646.2615,17192.7211,17388.782
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,East Asia & Pacific (excluding high income),EAP,2953.0843,4484.5189,12207.7997,12265.6935,12587.3643,13241.747,13653.4721,13746.5529,14347.8358,14465.3873,15081.8502,15301.2639
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,East Asia & Pacific (IDA & IBRD countries),TEA,2823.2758,4412.8346,12176.341,12230.8108,12515.018,13176.581,13581.3293,13678.7843,14291.8742,14406.9818,15017.5893,15236.4904
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Euro area,EMU,2818.8105,2797.9496,2413.2928,2411.1195,2416.4904,2355.8823,2245.6677,2016.0747,2147.1343,2104.0748,1930.3558,1897.5348
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Europe & Central Asia,ECS,8595.6449,6906.3139,6485.7592,6492.8909,6578.0022,6586.5536,6422.6705,6047.0781,6487.2364,6270.5723,6069.0815,6082.4021
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Europe & Central Asia (excluding high income),ECA,1690.015,1026.0365,1139.4668,1185.3557,1229.2057,1244.832,1210.7832,1222.5051,1307.7677,1220.7417,1228.3784,1241.9915
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Europe & Central Asia (IDA & IBRD countries),TEC,4789.6172,3185.2759,3350.5606,3380.8331,3472.5465,3552.6792,3524.6161,3435.8918,3714.3639,3566.9294,3583.2191,3650.9588
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,European Union,EUU,3805.5183,3559.5714,3082.0529,3089.9324,3114.6913,3048.6211,2908.383,2638.4092,2818.308,2748.6639,2509.6953,2462.3895
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Fragile and conflict affected situations,FCS,1162.1504,873.315,907.6416,919.1941,914.9485,945.57,938.0153,845.7532,880.9717,836.8314,857.4115,869.0042
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Heavily indebted poor countries (HIPC),HPC,59.9558,85.0433,210.2328,223.9706,234.0451,247.2205,259.3434,256.1541,278.5806,288.2233,289.1843,298.875
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,High income,HIC,14556.0018,15214.828,14857.7021,14731.2997,14714.049,14810.9199,14488.9312,13377.0749,14104.5489,14027.1412,13557.3502,13596.6177
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,IBRD only,IBD,9803.8167,10895.6889,21323.0323,21417.9112,21961.4893,22784.9265,23217.0499,22792.5059,24147.9352,24350.696,25256.2848,25730.9744
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,IDA & IBRD total,IBT,10258.6094,11474.4767,22173.5836,22334.3242,22929.7486,23769.4214,24225.4473,23819.1173,25245.5805,25454.3567,26334.9494,26842.8501
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,IDA blend,IDB,308.3828,392.3311,473.68,505.2284,518.2893,509.3423,514.5001,537.153,574.2233,577.3607,550.2248,569.6012
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,IDA only,IDX,146.4099,186.4567,376.8713,411.1846,449.97,475.1526,493.8973,489.4584,523.422,526.3,528.4398,542.2745
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,IDA total,IDA,454.7927,578.7878,850.5513,916.413,968.2593,984.494899999999,1008.3974,1026.6114,1097.6453,1103.6607,1078.6646,1111.8757
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Late-demographic dividend,LTE,6869.6839,7331.5136,15492.1789,15519.2747,15843.0439,16479.0814,16849.7179,16831.8195,17703.7419,17624.7395,18208.383,18471.9457
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Latin America & Caribbean,LCN,965.3509,1351.0142,1863.0895,1826.5775,1814.145,1765.6136,1768.751,1583.4871,1716.4286,1724.8616,1748.2797,1771.5217
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Latin America & Caribbean (excluding high income),LAC,784.8839,1095.2873,1523.4632,1498.1652,1497.4947,1460.4281,1471.972,1346.4999,1475.7298,1464.8249,1496.7529,1517.9266
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Latin America & the Caribbean (IDA & IBRD countries),TLA,906.2403,1295.3903,1819.5656,1785.7643,1773.7286,1722.8746,1731.1711,1550.246,1679.4365,1688.5718,1711.0056,1732.3791
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Least developed countries: UN classification,LDC,75.2303,120.4596,309.7355,340.3809,368.7844,386.1354,402.2792,393.8451,427.2985,434.1375,435.3333,445.3562
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Low & middle income,LMY,7165.0059,9182.1875,19683.3495,19868.9989,20465.4938,21245.8188,21705.1808,21450.8985,22671.3569,22923.6503,23810.2609,24263.9608
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Low income,LIC,193.7675,159.8023,148.1003,150.7798,197.4832,199.9374,210.2014,200.7361,198.184,200.6591,205.5492,207.307
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Lower middle income,LMC,1214.6827,1851.4583,3744.2803,3882.5042,4089.5754,4259.6049,4320.3133,4136.1904,4461.5151,4684.3753,4943.1175,5187.3605
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,"Middle East, North Africa, Afghanistan & Pakistan",MEA,983.2619,1516.6216,2810.6208,2862.4049,2936.2446,2904.2012,2973.6774,2964.2946,3109.3599,3182.5394,3242.4211,3306.1831
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,637.1302,969.6435,1600.19,1645.0072,1732.429,1739.632,1792.2666,1801.2118,1913.5918,1946.8373,1978.2436,2005.9608
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,637.1302,969.6435,1600.19,1645.0072,1732.429,1739.632,1792.2666,1801.2118,1913.5918,1946.8373,1978.2436,2005.9608
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Middle income,MIC,6971.2384,9022.3852,19535.2492,19718.2191,20268.0106,21045.8814,21494.9794,21250.1624,22473.1729,22722.9912,23604.7117,24056.6538
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,North America,NAC,5424.3571,6472.0194,5707.5941,5603.362,5551.6362,5731.2589,5577.2905,5015.5361,5316.3576,5391.8592,5185.6227,5210.4048
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,OECD members,OED,11891.4781,13400.819,12557.4039,12485.184,12485.0968,12529.2073,12165.5762,11122.71,11707.0356,11616.9634,11105.9495,11059.5271
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Other small states,OSS,57.6511,42.8534,52.0157,52.2077,54.1873,55.6892,47.4756,44.3972,46.3465,48.9021,45.763,45.174
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Pacific island small states,PSS,3.6535,4.2006,3.8315,3.7919,3.7361,4.0077,4.041,3.4836,3.926,3.9722,3.9786,4.1718
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Post-demographic dividend,PST,11924.719,12788.7456,11550.8111,11427.0312,11356.0868,11434.3104,11073.9973,10081.3739,10578.4779,10444.4388,9946.0073,9890.3613
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Pre-demographic dividend,PRE,203.2143,271.6011,450.5748,482.045,492.6053,520.0764,547.1238,522.3588,572.3993,603.2307,608.4563,624.9559
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Small states,SST,78.4315,71.5259,100.3535,98.3437,98.6119,100.3078,94.0623000000001,86.8589,88.5178,91.5158,86.554,86.2562
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,South Asia,SAS,621.0509,1039.7875,2393.606,2443.3777,2581.9352,2701.9468,2701.5631,2502.7736,2759.1305,2967.0954,3173.8789,3320.7207
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,South Asia (IDA & IBRD),TSA,621.0509,1039.7875,2393.606,2443.3777,2581.9352,2701.9468,2701.5631,2502.7736,2759.1305,2967.0954,3173.8789,3320.7207
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Sub-Saharan Africa,SSF,481.295,571.5449,833.3204,848.5311,854.0913,875.7078,894.5011,850.2098,887.1836,877.941,871.0129,896.3403
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Sub-Saharan Africa (excluding high income),SSA,478.8416,566.9138,818.8238,831.3996,837.0649,857.2329,875.1238,831.3552,867.3013,858.7637,851.1569,876.0973
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Sub-Saharan Africa (IDA & IBRD countries),TSS,481.295,571.5449,833.320399999999,848.5311,854.0913,875.7078,894.5011,850.2098,887.1836,877.941,871.0129,896.3403
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Upper middle income,UMC,5756.5557,7170.9269,15790.9689,15835.7149,16178.4352,16786.2765,17174.6661,17113.972,18011.6578,18038.6159,18661.5942,18869.2933
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,World,WLD,22660.0793635616,25694.728676422,36292.5234154345,36390.7852703318,37020.0281885751,37905.9615465527,38008.4891307628,36209.8616367057,38219.9967667893,38548.1189427624,39112.6887901013,39632.6642185422
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 01/28/2026,,,,,,,,,,,,,,,
